Title,URL,Price_num,Rating_num,Source
"Motorola G57 Power 5G (Corsair, 8GB RAM, 128GB Storage) | Snapdragon 6s Gen 4 Processor | 6.72"" FHD+ Display | 50MP LYT-600 + 8MP Ultrawide | 8MP Selfie Camera | 7000mAh Battery, 33W TurboPower | IP64",,15999.0,4.5,Amazon
"SAMSUNG Galaxy F07 (Green, 64 GB) (4 GB RAM)",,8965.0,4.5,Amazon
"iQOO Z11x 5G (Titan Black, 6GB RAM, 128 GB Storage) | Dimensity 7400-Turbo Processor | 7200 mAh Battery Smartphone | Powered by OriginOS 6",,18999.0,4.5,Amazon
