Title,URL,Price_num,Rating_num,Source
"Samsung Galaxy S24 Snapdragon 8 Gen 3 5G (Onyx Black, 128 GB) (8 GB RAM)",,45000.0,4.5,Amazon
OPPO,,34999.0,4.5,Amazon
OnePlus,,79999.0,4.5,Amazon
