Title,URL,Price_num,Rating_num,Source
"Samsung Galaxy S24 Snapdragon 8 Gen 3 5G (Onyx Black, 128 GB) (8 GB RAM)",,47490.0,4.5,Amazon
Samsung,,99999.0,4.5,Amazon
OnePlus,,55499.0,4.5,Amazon
Redmi,,27999.0,4.5,Amazon
XIAOMI,,139999.0,4.5,Amazon
