Title,URL,Price_num,Rating_num,Source
"Samsung Galaxy S24 Snapdragon 8 Gen 3 5G (Amber Yellow, 128 GB) (8 GB RAM)",,42994.0,4.5,Amazon
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage)",,44863.0,4.5,Amazon
"Samsung Galaxy S24 FE 5G AI Smartphone (Graphite, 8GB RAM, 128GB Storage)",,37920.0,4.5,Amazon
OnePlus 15 | 12GB+256GB | Sand Storm | India's First Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalised AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision,,72998.0,4.5,Amazon
"Samsung Galaxy S24 Ultra 5G AI Smartphone with Galaxy AI (Titanium Violet, 12GB, 256GB Storage), Snapdragon 8 Gen 3, 200 MP Camera with ProVisual Engine and 5000mAh Battery",,93999.0,4.5,Amazon
